기준일,연번,위탁병원명,종별,병상수,진료과수,광역시도명,시군구명,상세주소,전화번호,위도,경도
2025-01-01,597,서울중앙의료의원,의원,0,13,서울특별시,중구,소공로 70 (충무로1가) 포스트타워 지하3층 서울중앙의료의원,02-6450-5500,37.56159511,126.9821741
2025-01-01,598,충무로정형외과의원,의원,0,3,서울특별시,중구,"충무로 3, 2층",02-2272-8885,37.56148859,126.9928832
2025-01-01,599,강북21세기병원,병원,87,5,서울특별시,중랑구,면목로 473 (상봉동) 강북21세기병원,1577-6336,37.59404922,127.0856288
2025-01-01,600,건강한성심의원,의원,29,10,서울특별시,중랑구,용마산로 503 (망우동) 성심빌딩 2.3.4.5층,02-437-6152,37.59611415,127.0999173
2025-01-01,601,권이비인후과의원,의원,0,1,서울특별시,중랑구,"망우로203, 201호",02-438-0660,37.59399362,127.0750077
2025-01-01,602,맑은성심피부과의원,의원,0,1,서울특별시,중랑구,용마산로 503,02-437-6151,37.59611415,127.0999173
2025-01-01,603,삼성속편한내과의원,의원,0,3,서울특별시,중랑구,"사가정로 398, JS빌딩 2층",02-432-5002,37.58028785,127.0888197
2025-01-01,604,새플란트치과의원,의원,0,11,서울특별시,중랑구,"상봉로 134, 3층(망우동, 삼부)",02-433-2080,37.5978749,127.0933279
2025-01-01,605,서문365정형외과의원,의원,25,10,세종특별자치시,세종시,한누리대로 2281 (대평동) SM메디컬센터 3층서문365정형외과,044-868-1039,36.47127572,127.2759102
2025-01-01,606,서울아산내과의원,의원,4,15,세종특별자치시,세종시,조치원읍 새내로 97 청춘메디컬 2층,044-862-7559,36.60039887,127.2980454
2025-01-01,607,세종연합비뇨기과의원,의원,3,2,세종특별자치시,세종시,한누리대로 273,044-867-2800,36.48852308,127.2564862
2025-01-01,608,이내과의원,의원,0,1,세종특별자치시,세종시,조치원읍 조치원로 31,044-865-3571,36.60169078,127.3001238
2025-01-01,609,이병진치과의원,의원,0,2,세종특별자치시,세종시,조치원읍 조치원로 7,044-862-2812,36.6014508,127.2976223
2025-01-01,610,장현진정형외과의원,의원,0,8,세종특별자치시,세종시,조치원로 62-1,044-863-1150,36.6023235,127.3035272
2025-01-01,611,허브연합내과의원,의원,0,10,세종특별자치시,세종시,해밀3로 51 허브빌딩 3층,044-715-7588,36.52881887,127.2656043
2025-01-01,612,울산병원,종합병원,297,19,울산광역시,남구,월평로171번길 13,052-259-5000,35.54622457,129.3231074
2025-01-01,613,배양규비뇨의학과의원,의원,3,14,울산광역시,남구,"삼산로 171, 2층, 3층",052-260-6000,35.53735184,129.3259167
2025-01-01,614,전내과의원,의원,0,5,울산광역시,남구, 번영로107번길1,052-267-7272,35.53476989,129.3287521
2025-01-01,615,전용진정형외과의원,의원,0,4,울산광역시,남구,"삼산로 266, 5층",052-260-0504,35.53878753,129.3362839
2025-01-01,616,동울산영상의학과의원,의원,3,1,울산광역시,동구,방어진순환도로 633 세인트에스타워9층,052-236-7799,35.49836087,129.4277093
2025-01-01,617,마디정형외과의원,의원,27,5,울산광역시,동구,방어진순환도로 577,052-235-5858,35.49349028,129.4264879
2025-01-01,618,신내과의원,의원,24,4,울산광역시,동구,방어진순환도로 651 (일산동) 3층,052-252-9477,35.49999476,129.4282563
2025-01-01,619,안신경외과의원,의원,15,1,울산광역시,동구,방어진순환도로 799,052-235-4900,35.51318687,129.430783
2025-01-01,620,울산시티병원,종합병원,190,20,울산광역시,북구,산업로 1007,052-280-9101,35.58281418,129.3590159
2025-01-01,621,울산숲정신건강의학과의원,의원,0,1,울산광역시,북구,"호계로 292, 3층",052-281-7582,35.62920988,129.351279
2025-01-01,622,서울산보람병원,종합병원,218,13,울산광역시,울주군,삼남면 중평로 53,052-255-7114,35.5603004,129.1208566
2025-01-01,623,이손요양병원,요양병원,287,7,울산광역시,울주군,삼남읍 하방로 39,055-780-3011,35.50644636,129.0903446
2025-01-01,624,백인정형외과의원,의원,3,8,울산광역시,울주군,언양읍 남문길 12,052-262-6900,35.56425062,129.1225332
2025-01-01,625,이주형내과의원,의원,0,6,울산광역시,울주군,"온양읍 온양로 105, 3층",052-237-8800,35.41029296,129.2834135
2025-01-01,626,(의)에스엠씨의료재단 울산세민병원,병원,147,8,울산광역시,중구,학성로 184,052-292-2000,35.55658402,129.3309765
2025-01-01,627,태강내과의원,의원,0,2,울산광역시,중구,번영로 475 홈플러스울산점 5층 태강내과,052-292-2975,35.56438243,129.334856
2025-01-01,628,하이울산신경과의원,의원,0,8,울산광역시,중구,"번영로484,3층",052-286-5300,35.56406598,129.3365715
2025-01-01,629,비에스종합병원,종합병원,262,16,인천광역시,강화군,강화읍 충렬사로 31 비에스종합병원,032-290-0001,37.73606863,126.4857254
2025-01-01,630,강화병원,병원,98,7,인천광역시,강화군,강화읍 강화대로312번길 11,032-930-8151,37.74243582,126.4960793
2025-01-01,631,(의)인성의료재단 한림병원,종합병원,414,25,인천광역시,계양구,장제로 722 (작전동),032-540-9114,37.5322425,126.7343372
2025-01-01,632,마음속내과의원,의원,2,4,인천광역시,계양구," 장제로 871 셀마파빌딩 3,4층",032-541-6767,37.54496059,126.7381396
2025-01-01,633,벗이비인후과의원,의원,0,3,인천광역시,계양구,"장제로 871, 2층",032-710-7531,37.54496059,126.7381396
2025-01-01,634,봄날요양병원,요양병원,189,15,인천광역시,남동구,인주대로 806 (구월동),032-464-9101,37.44836517,126.7267656
2025-01-01,635,153신경외과의원,의원,0,3,인천광역시,남동구,"호구포로 830, 5층",032-217-1100,37.45631829,126.7198041
2025-01-01,636,꽃보다이비인후과의원,의원,2,26,인천광역시,남동구,"구월남로 172, 3층 301호",032-465-1904,37.45275254,126.7084157
2025-01-01,637,메가비뇨의학과의원,의원,0,2,인천광역시,남동구,"논고개로 114, 에이스타워 301~2호",032-426-8600,37.40144336,126.7246677
2025-01-01,638,장편한내과의원,의원,0,1,인천광역시,남동구,"논고개로123번길 35 (논현동) 313,314호",032-431-7501,37.40151444,126.7220688
2025-01-01,639,인천광역시의료원,종합병원,184,22,인천광역시,동구,방축로 217,032-580-6000,37.47881119,126.668668
2025-01-01,640,동인천내과의원,의원,0,4,인천광역시,동구,"송현로 1, 송현프라자 401호",032-765-5676,37.47704735,126.6333124
2025-01-01,641,현대유비스병원,종합병원,300,16,인천광역시,미추홀구,독배로 503 (숭의동),032-890-5551,37.46160727,126.6430089
2025-01-01,642,인천메트로정형외과의원,의원,0,4,인천광역시,미추홀구,"용정공원로 83번길 59, 2층",032-891-8875,37.44750683,126.6493661
2025-01-01,643,주안성모이비인후과의원,의원,0,4,인천광역시,미추홀구,"석정로 391, 뉴글로벌빌딩 2층",032-872-8281,37.46719566,126.6790025
2025-01-01,644,부평세림병원,종합병원,277,17,인천광역시,부평구,부평대로 175,032-509-5750,37.50674157,126.7199396
2025-01-01,645,박현수정형외과의원,의원,18,7,인천광역시,부평구,"수변로 8, 파워프라자 2층",032-507-6222,37.48722157,126.7397324
2025-01-01,646,부평내과의원,의원,0,2,인천광역시,부평구,"부평대로 9, 문화오피스텔 4층",032-522-7563,37.49210129,126.7225753
2025-01-01,647,원더이비인후과의원,의원,1,6,인천광역시,부평구,"부평대로 19-1, 2층",032-330-2275,37.49315457,126.7224895
2025-01-01,648,우리베스트내과의원,의원,0,6,인천광역시,서구,"염곡로 464번길 15, 4층",032-715-6308,37.52638571,126.6711046
2025-01-01,649,조성원내과의원,의원,0,1,인천광역시,서구,청마로 163 당하메디칼 2층,032-565-0771,37.59199662,126.6766206
2025-01-01,650,한길정형외과의원,의원,10,5,인천광역시,서구,원적로 85 (가좌동) 201호,032-576-7582,37.49456871,126.6814046
2025-01-01,651,눈애안과의원,의원,1,1,인천광역시,연수구,"독배로 40번길 11, 효명프라자 304~5호",032-716-6647,37.42452385,126.6456324
2025-01-01,652,삼성드림이비인후과의원,의원,2,5,인천광역시,연수구,"센트럴로 232 (송도동, 더샵센트럴파크1) E동 2층",032-224-0365,37.39742561,126.6366442
2025-01-01,653,연세정형외과의원,의원,0,9,인천광역시,연수구,비류대로 194 (옥련동) 3층 연세정형외과의원,032-834-7000,37.42773612,126.6563079
2025-01-01,654,연세추의원,의원,0,3,인천광역시,연수구,"하모니로 178번길 22, GTX센트럴B동 501,502호",032-832-5775,37.38307519,126.6408333
2025-01-01,655,연수리더스내과의원,의원,0,8,인천광역시,연수구,"용담로 153, 대동월드스포츠센터 203호",032-719-9988,37.41327749,126.6814062
2025-01-01,656,인천광역시의료원 백령병원,병원,30,8,인천광역시,옹진군,백령면 백령로 233,032-836-1731,37.96800907,124.7210327
2025-01-01,657,하나의료조합영흥우리의원,의원,26,10,인천광역시,옹진군,"영흥면 영흥로 176번길 8, 203호(영흥늘푸른센터 2층)",032-886-9411,37.25885387,126.4937907
2025-01-01,658,장튼튼내과의원,의원,0,2,인천광역시,중구,"하늘달빛로 94, 스타타워 301~3호",032-752-2388,37.48730125,126.5574806
2025-01-01,659,하늘정형외과의원,의원,0,7,인천광역시,중구,"하늘중앙로 193, 조양타워 6,7층",032-747-1321,37.49036749,126.5606669
2025-01-01,660,강진의료원,병원,120,10,전라남도,강진군,강진읍 탐진로 5,061-433-2167-9,34.63749831,126.7581378
2025-01-01,661,강진88정형외과의원,의원,0,4,전라남도,강진군,강진읍 평동2길 30,061-433-8899,34.63803125,126.7680331
2025-01-01,662,오케이내과의원,의원,29,7,전라남도,강진군,강진읍 평동2길 30 지스퀘어1층,061-434-3900,34.63803125,126.7680331
2025-01-01,663,고흥종합병원,종합병원,251,12,전라남도,고흥군,고흥읍 고흥로 1935,061-835-6000,34.62168718,127.2942474
2025-01-01,664,녹동현대병원,병원,130,7,전라남도,고흥군,도양읍 차경구렁목길 215,061-840-1200,34.54622177,127.1457286
2025-01-01,665,박혜의원,의원,0,6,전라남도,고흥군,고흥읍 학교길 40,061-835-2281,34.6077333,127.2913668
2025-01-01,666,손치과의원,의원,0,1,전라남도,고흥군,고흥읍 터미널길 33,061-833-2875,34.60818794,127.2812229
2025-01-01,667,곡성사랑병원,병원,114,5,전라남도,곡성군,곡성읍 곡성로 761,061-360-6000,35.2762762,127.2879456
2025-01-01,668,최성식재활의학과의원,의원,0,13,전라남도,곡성군,곡성읍 중앙로 132 (청암센트럴빌) 102~105호 최성식재활의학과의원,061-362-0887,35.28190784,127.2968446
2025-01-01,669,광양사랑병원,종합병원,149,11,전라남도,광양시,공영로 71 (중동),061-797-7000,34.9361584,127.6971566
2025-01-01,670,광양병원,병원,30,1,전라남도,광양시,광양읍 인덕로 992,061-761-7577,34.97122803,127.5820598
2025-01-01,671,이사랑치과의원,의원,0,9,전라남도,광양시,공영로 73,061-792-9275,34.93603217,127.6971461
2025-01-01,672,현대의원,의원,0,4,전라남도,광양시,옥곡면 큰골길 8,061-772-7119,34.98895867,127.7012899
2025-01-01,673,구례병원,병원,89,5,전라남도,구례군,구례읍 동편제길 4,061-780-3300,35.21568511,127.4634826
2025-01-01,674,구례서울의원,의원,0,10,전라남도,구례군,구례읍 봉동길 7,061-783-7575,35.20955874,127.4683335
2025-01-01,675,한양마취통증의학과의원,의원,0,12,전라남도,구례군,구례읍 봉성로 110,061-782-7582,35.2119949,127.464759
2025-01-01,676,나주종합병원,종합병원,176,11,전라남도,나주시,영산로 5419 (성북동),061-330-6100,35.03674481,126.7215579
2025-01-01,677,나주비뇨기과의원,의원,0,8,전라남도,나주시,영산로 5419 (성북동) 신관3층 나주비뇨기과의원,061-334-8822,35.03674481,126.7215579
2025-01-01,678,박지우플란트치과의원,의원,0,11,전라남도,나주시,다시면 다시로 178,061-337-8828,35.01721075,126.6368928
2025-01-01,679,한가람내과의원,의원,0,4,전라남도,나주시,빛가람로 685,061-336-3033,35.02152097,126.786662
2025-01-01,680,담양사랑병원,병원,128,7,전라남도,담양군,담양읍 천변7길 19,061-380-9000,35.31529901,126.9825617
2025-01-01,681,나눔내과의원,의원,28,7,전라남도,담양군,수북면 추성1로 736 나눔내과의원,070-5176-1046,35.30165826,126.9319672
2025-01-01,682,목포시의료원,종합병원,120,14,전라남도,목포시,이로로 18,061-260-6500,34.80395142,126.4053686
2025-01-01,683,부부요양병원,요양병원,383,5,전라남도,목포시,영산로 620-1,061-989-9003,34.82038897,126.4223981
2025-01-01,684,김태우신경과의원,의원,0,6,전라남도,목포시,영산로 515 (상동) 2층,061-279-5500,34.81164778,126.4177013
2025-01-01,685,동서재활의학과의원,의원,19,6,전라남도,목포시,하당로 153번길 14,061-280-8113,34.80563384,126.4141006
2025-01-01,686,서울안과의원,의원,0,1,전라남도,목포시,비파로 106,061-283-3075,34.80752902,126.4239982
2025-01-01,687,우리고운피부과의원,의원,0,3,전라남도,목포시,영산로 246,061-279-3355,34.80263887,126.393286
2025-01-01,688,우리이비인후과의원,의원,0,6,전라남도,목포시,"산대로 2 (산정동) 2, 2층",061-276-7373,34.80225267,126.3920259
2025-01-01,689,대송의료재단 무안병원,종합병원,281,13,전라남도,무안군,무안읍 몽탄로 65,061-450-3000,34.99141601,126.4892462
2025-01-01,690,시그니티요양병원,요양병원,330,6,전라남도,무안군,삼향읍 남악로 250번길 59-30,061-288-5504,34.80303123,126.4713903
2025-01-01,691,남악하나내과의원,의원,0,10,전라남도,무안군,삼향읍 남악4로 86,061-280-4800,34.81315407,126.4663946
2025-01-01,692,위드유이비인후과의원,의원,0,7,전라남도,무안군,일로읍 오룡번영3로 40,061-283-3900,34.80354371,126.4835436
2025-01-01,693,한국신경외과의원,의원,0,3,전라남도,무안군,무안읍 무안중앙로 11,061-876-7582,34.98853163,126.4776895
2025-01-01,694,벌교삼호병원,병원,53,6,전라남도,보성군,벌교읍 남하로 12,061-859-5000,34.83354656,127.3462277
2025-01-01,695,보성아산병원,병원,120,6,전라남도,보성군,미력면 가평길 36-17,061-850-3114,34.77597658,127.1034071
2025-01-01,696,서병기내과의원,의원,0,9,전라남도,보성군,보성읍 중앙로 61-15,061-852-9878,34.76784435,127.0826626
2025-01-01,697,순천성가롤로병원,종합병원,589,24,전라남도,순천시,순광로 221,061-720-2000,34.96374966,127.542939
2025-01-01,698,메디팜요양병원,요양병원,341,9,전라남도,순천시,양율길 306(인월동),061-729-3306,34.89748427,127.4782136
2025-01-01,699,샘연합의원,의원,0,14,전라남도,순천시,팔마로 48,061-744-7707,34.94618298,127.4935071
2025-01-01,700,성모안과의원,의원,4,1,전라남도,순천시,이수로 317,061-721-0062,34.95412662,127.5183895
2025-01-01,701,손사랑연합의원,의원,0,18,전라남도,순천시,백강로 375-11,061-724-0994,34.96653006,127.5204964
2025-01-01,702,플러스내과의원,의원,25,6,전라남도,순천시,신월큰길 13,061-804-5121,34.96045157,127.5198309
2025-01-01,703,하나비뇨기과의원,의원,0,3,전라남도,순천시,순광로 14 드림내과건물 5층,061-722-8575,34.9545322,127.522953
2025-01-01,704,황인용신경과의원,의원,0,7,전라남도,순천시,이수로 321,061-724-5577,34.9540659,127.5189921
2025-01-01,705,신안대우병원,병원,30,3,전라남도,신안군,비금면 송치길 155-11,061-262-3301,34.72224956,125.9325019
2025-01-01,706,서울의원(신안),의원,43,9,전라남도,신안군,지도읍 봉리길 16-3,061-275-7650,35.06073081,126.2113918
2025-01-01,707,압해연합의원,의원,0,17,전라남도,신안군,압해읍 압해로 871-3,061-271-7583,34.86460327,126.3136621
2025-01-01,708,흑산면보건지소,의원,0,3,전라남도,신안군,흑산면 예리3길 61,061-275-9062,34.68739023,125.4458172
2025-01-01,709,여수전남병원,종합병원,283,18,전라남도,여수시,좌수영로 49 (광무동) (광무동120-1) 원무부,061-640-7575,34.74512475,127.7281921
2025-01-01,710,동인요양병원,요양병원,264,4,전라남도,여수시,좌수영로 319,061-640-8105,34.75913898,127.710658
2025-01-01,711,여수한국병원,병원,237,7,전라남도,여수시,여천체육공원길 10,061-653-2000,34.76124036,127.6750942
2025-01-01,712,밝은여수안과,의원,0,1,전라남도,여수시,좌수영로 25,061-665-1090,34.74274383,127.727763
2025-01-01,713,심병수신경외과의원,의원,0,3,전라남도,여수시,문수로 84,061-655-1700,34.75411165,127.704384
2025-01-01,714,아라이비인후과의원,의원,0,3,전라남도,여수시,시청로 19,061-685-5500,34.76343294,127.6624903
2025-01-01,715,정남진정형외과의원,의원,29,5,전라남도,여수시,신월로 735 (봉산동) 정남진정형외과,061-642-7878,34.73601171,127.7206976
2025-01-01,716,영광기독병원,종합병원,150,10,전라남도,영광군,영광읍 남천리 212,061-350-3000,35.27494923,126.5109211
2025-01-01,717,복음내과의원,의원,0,9,전라남도,영광군,옥당로 155,061-351-0124,35.27582486,126.5008043
2025-01-01,718,서울의원(영광),의원,0,7,전라남도,영광군,염산면 천년로 20-1,061-351-9530,35.2171466,126.374161
2025-01-01,719,영암한국병원,병원,126,10,전라남도,영암군,영암읍 오리정길 8,061-470-7114,34.79398186,126.701382
2025-01-01,720,서울정형외과의원(영암),의원,1,1,전라남도,영암군,영암읍 중앙로 66,061-473-2000,34.80159706,126.6995251
2025-01-01,721,영암내과의원,의원,0,6,전라남도,영암군,중앙로 34 영암내과,061-472-0055,34.79915165,126.6975965
2025-01-01,722,하나안과의원,의원,0,1,전라남도,영암군,영암읍 동문로 5 하나안과의원,061-471-2007,34.79615596,126.702386
2025-01-01,723,완도대성병원,병원,120,6,전라남도,완도군,완도읍 청해진동로 63,061-553-1234,34.31648722,126.7354349
2025-01-01,724,금일의원,의원,20,6,전라남도,완도군,금일읍 금일로 395-1,061-553-3577,34.34948698,127.0297585
2025-01-01,725,소안면 보건지소,의원,0,5,전라남도,완도군,소안면 소안로 213-1 소안면보건지소,061-550-6861,34.17145315,126.6530867
2025-01-01,726,완도금일보건지소,의원,0,5,전라남도,완도군,금일읍 금일로 397,061-550-6793,34.34927218,127.0299566
2025-01-01,727,완도소안의원,의원,0,15,전라남도,완도군,"소안면 소안로 177, (비자리)",061-554-8119,34.17333611,126.6496945
2025-01-01,728,완도신노화의원,의원,0,7,전라남도,완도군,노화읍 노화로870번길 23,061-553-5700,34.177355,126.5722065
2025-01-01,729,임태진내과의원,의원,0,7,전라남도,완도군,완도읍 개포로 130번길 17,061-555-2005,34.31891683,126.7446556
2025-01-01,730,장성병원,병원,167,5,전라남도,장성군,장성읍 오동촌길 16 (부강아트빌),061-390-9000,35.30383848,126.7909332
2025-01-01,731,장성기독의원,의원,0,9,전라남도,장성군,장성읍 영천로 200-1,061-393-3403,35.30223642,126.7848657
2025-01-01,732,장흥종합병원,종합병원,200,9,전라남도,장흥군,장흥읍 흥성로 74,061-862-8300-4,34.67713747,126.9113716
2025-01-01,733,장흥성심의원,의원,0,13,전라남도,장흥군,장흥읍 중앙로1길 13,061-863-5903,34.67777544,126.9101302
2025-01-01,734,정의원,의원,0,4,전라남도,장흥군,관산읍 관산로 92-6,061-867-8576,34.56333262,126.9386372
2025-01-01,735,(의) 남우의료재단 진도전남병원,병원,100,5,전라남도,진도군,진도읍 남문길 12-11,061-544-7933,34.4792698,126.2651069
2025-01-01,736,조도면보건지소,의원,0,3,전라남도,진도군,조도면 창유1길 58-26,061-542-5153,34.29485428,126.0466464
2025-01-01,737,함평성심병원,병원,130,5,전라남도,함평군,함평읍 영수길 136,061-324-0001,35.06206286,126.5198584
2025-01-01,738,하나로플란트치과의원,의원,0,1,전라남도,함평군,내바람길 42,061-894-7528,35.06253715,126.5210557
2025-01-01,739,해남종합병원,종합병원,293,16,전라남도,해남군,해남읍 해남로 45,061-530-0114,34.57109906,126.6125062
2025-01-01,740,해남한국병원,병원,95,3,전라남도,해남군,해남읍 중앙2로 123 해남한국병원,061-530-3000,34.56692304,126.5957286
2025-01-01,741,김만중내과의원,의원,0,2,전라남도,해남군,해남읍 천변1길 8,061-536-3737,34.56926843,126.5982283
2025-01-01,742,서울탑마취통증의학과의원,의원,0,4,전라남도,해남군,남부순환로 5,061-537-0999,34.57031929,126.6073537
2025-01-01,743,해남복음내과의원,의원,0,3,전라남도,해남군,"해남읍 중앙1로 2-14 2층, 해남복음내과의원",061-534-7504,34.57180035,126.6075905
2025-01-01,744,전남제일요양병원,요양병원,246,7,전라남도,화순군,화순읍 덕음로 999,061-900-1166,35.04915605,126.9850025
2025-01-01,745,화순고려병원,병원,327,6,전라남도,화순군,화순읍 충의로 109,061-370-3700,35.0560542,126.9896091
2025-01-01,746,한양내과의원,의원,0,11,전라남도,화순군,화순읍 자치샘로 36 옥천빌딩 2층,061-374-0333,35.06172926,126.9848252
2025-01-01,747,화순고인돌정형외과의원,의원,0,4,전라남도,화순군,화순읍 중앙로 69,061-373-7575,35.06064546,126.9888949
2025-01-01,748,화순튼튼마취통증의학과의원,의원,0,4,전라남도,화순군,화순읍 칠충로 141-7,061-372-7522,35.06114032,126.9833854
2025-01-01,749,고창병원,종합병원,188,11,전북특별자치도,고창군,고창읍 화신1길 9,063-560-5600,35.43637514,126.6933181
2025-01-01,750,우리들마취통증의학과의원,의원,0,11,전북특별자치도,고창군,고창읍 중앙로 206,063-562-7570,35.43498365,126.6980101
2025-01-01,751,이진홍내과의원,의원,0,1,전북특별자치도,고창군,고창읍 중앙로 230 이진홍내과의원,063-564-1343,35.43489446,126.7006106
2025-01-01,752,플란트유치과의원,의원,0,5,전북특별자치도,고창군,고창읍 보릿골로 115,063-923-9877,35.43564929,126.6953782
2025-01-01,753,군산의료원,종합병원,430,24,전북특별자치도,군산시,의료원로 27,063-472-5000,35.95493412,126.7119201
2025-01-01,754,군산원광효도요양병원,요양병원,564,7,전북특별자치도,군산시,조촌4길 11,063-450-0700,35.96755166,126.7356735
2025-01-01,755,(의)성하의료재단 누가병원,병원,148,5,전북특별자치도,군산시,백릉로 70,063-450-0904,35.97528902,126.7335434
2025-01-01,756,달팽이이비인후과의원,의원,3,3,전북특별자치도,군산시,궁포안1길 33,063-445-1005,35.97620181,126.7440844
2025-01-01,757,김제우석병원,병원,200,11,전북특별자치도,김제시,서암4길 45 (서암동),063-540-5159,35.80717592,126.8808591
2025-01-01,758,양춘호치과의원,의원,0,1,전북특별자치도,김제시,동서로 259,063-542-4567,35.80421783,126.8952949
2025-01-01,759,이명철정형외과,의원,29,1,전북특별자치도,김제시,동서로 125,063-540-8083,35.79778624,126.8829931
2025-01-01,760,하나이비인후과의원,의원,0,1,전북특별자치도,김제시,동서로 160,063-547-8275,35.79889041,126.8864073
2025-01-01,761,남원의료원,종합병원,350,19,전북특별자치도,남원시,충정로 365 (고죽동),063-620-1114,35.4321728,127.4067672
2025-01-01,762,미래연합의원,의원,29,7,전북특별자치도,남원시,시청로 3 (죽항동) 미래연합의원,063-636-7500,35.4113093,127.3929584
2025-01-01,763,중앙가정의학과의원,의원,0,5,전북특별자치도,남원시,용성로 79 (동충동),063-625-8977,35.40921465,127.3851348
2025-01-01,764,중앙안과의원,의원,0,1,전북특별자치도,남원시,용성로 113,063-632-3399,35.40999809,127.3885421
2025-01-01,765,무주군보건의료원,의원,50,5,전북특별자치도,무주군,무주읍 한풍루로 413,063-320-8314,36.00588397,127.6716961
2025-01-01,766,무주신경외과의원,의원,0,5,전북특별자치도,무주군,무주읍 향학로 33-1 무주신경외과,063-324-8275,36.00725611,127.6626829
2025-01-01,767,부안효요양병원,요양병원,175,8,전북특별자치도,부안군,행안면 염소로 25,063-580-7337,35.73043802,126.721333
2025-01-01,768,혜성병원,병원,130,5,전북특별자치도,부안군,부안읍 부령로 33,063-583-5001,35.73299028,126.7463516
2025-01-01,769,현대가정의학과의원,의원,0,1,전북특별자치도,부안군,부안읍 부풍로 48-1,063-584-6393,35.72688383,126.7321223
2025-01-01,770,의료법인태종의료재단 순창요양병원,요양병원,504,5,전북특별자치도,순창군,순창읍 순창로 105,063-650-8005,35.36506728,127.1411878
2025-01-01,771,대동의원,의원,0,3,전북특별자치도,순창군,순창읍 순창5길15,063-653-2828,35.37320331,127.1407056
2025-01-01,772,류재규내과의원,의원,0,3,전북특별자치도,순창군,순창읍 순창로 225-10,063-653-5885,35.37563482,127.142936
2025-01-01,773,이상희재활의학과의원,의원,0,7,전북특별자치도,순창군,순창읍 순창9길 12-14,063-653-8274,35.37607108,127.142172
2025-01-01,774,삼봉이치과의원,의원,0,1,전북특별자치도,완주군,삼례읍 삼봉중앙로 9,063-263-8275,35.9219238,127.1237165
2025-01-01,775,새봄가정의학과의원,의원,0,7,전북특별자치도,완주군,삼례읍 삼봉1로 2,063-262-1033,35.92250058,127.1237102
2025-01-01,776,한솔의원,의원,0,12,전북특별자치도,완주군,고산면 고산로 81 2층,063-262-0034,35.97524782,127.2059459
2025-01-01,777,한호수내과의원,의원,0,1,전북특별자치도,완주군,삼례읍 동학로 23,063-291-3900,35.90989331,127.0746252
2025-01-01,778,혁신오케이정형외과의원,의원,20,2,전북특별자치도,완주군,이서면 기지로 54 비씨엠타워 2층,063-277-7500,35.83806448,127.0578149
2025-01-01,779,익산병원,종합병원,274,23,전북특별자치도,익산시,무왕로 969 (신동),063-840-9114,35.9617291,126.966553
2025-01-01,780,익산제일병원,병원,99,6,전북특별자치도,익산시,평동로 665,063-840-2305,35.93135281,126.9526524
2025-01-01,781,김종성비뇨기과의원,의원,1,2,전북특별자치도,익산시,무왕로 1073 (영등동) (영등동) 하나은행 2층,063-834-7722,35.95876358,126.9759922
2025-01-01,782,오강렬내과의원,의원,0,2,전북특별자치도,익산시,익산대로 198,063-858-9119,35.94364879,126.9488106
2025-01-01,783,이기훈내과의원,의원,0,1,전북특별자치도,익산시,황등면 황등서로 4,063-852-3321,36.00321647,126.9439509
2025-01-01,784,다사랑의원,의원,0,4,전북특별자치도,임실군,임실읍 봉황로 203,063-644-2400,35.61809401,127.2828704
2025-01-01,785,임실군보건의료원,의원,15,7,전북특별자치도,임실군,임실읍 호국로 1680,063-640-3320,35.61250293,127.2869822
2025-01-01,786,임실내과의원,의원,0,1,전북특별자치도,임실군,임실읍봉황로 159 임실내과,063-644-7575,35.61467966,127.2801413
2025-01-01,787,장수군보건의료원,의원,30,11,전북특별자치도,장수군,장수읍 장천로 247,063-351-8000,35.65458232,127.5194351
2025-01-01,788,참가정의학과의원,의원,0,1,전북특별자치도,장수군,장계면 한들로 93 참가정의학과의원,063-351-7277,35.73147639,127.5822953
2025-01-01,789,전주예수병원,종합병원,756,30,전북특별자치도,전주시,완산구 서원로 365 (중화산동1가),063-230-8114,35.81432735,127.1326112
2025-01-01,790,전주시립요양병원,요양병원,185,4,전북특별자치도,전주시,완산구 능안자구길 80 (삼천동3가),063-220-9700,35.80408413,127.0857325
2025-01-01,791,호성전주병원,병원,122,10,전북특별자치도,전주시,덕진구 동부대로 895 (호성동1가) 호성전주병원,063-240-8800,35.86545972,127.1479005
2025-01-01,792,대한결핵협회 전북특별자치도지부 복십자의원,의원,0,1,전북특별자치도,전주시,덕진구 백제대로 789,063-714-3104,35.84769881,127.1548431
2025-01-01,793,삼성가정의학과의원,의원,0,10,전북특별자치도,전주시,완산구 난전들로 266,063-285-6002,35.79216863,127.1171206
2025-01-01,794,장인수가정의학과의원,의원,0,1,전북특별자치도,전주시,덕진구 쪽구름로 120,063-214-7582,35.87416485,127.0721499
2025-01-01,795,장하림의원,의원,0,11,전북특별자치도,전주시,완산구 거마평로 146,063-236-7975,35.80561523,127.1169831
2025-01-01,796,정읍아산병원,종합병원,250,15,전북특별자치도,정읍시,충정로 606-22 (용계동),063-530-6114,35.58844211,126.8244772
2025-01-01,797,정읍사랑병원,병원,260,7,전북특별자치도,정읍시,상동중앙로 94 (상동),063-530-3100,35.56457304,126.8714753
2025-01-01,798,진안군의료원,병원,85,10,전북특별자치도,진안군,진안읍 진무로 1145,063-430-7000,35.79523458,127.4316346
2025-01-01,799,김홍기가정의학과의원,의원,0,4,전북특별자치도,진안군,진안읍 중앙로88,063-433-2341,35.79242739,127.426975
